run_name,game_name,seed,config,alg,base_game_name,information_policy,activity_policy,undersell_policy,tiebreaking_policy,grace_rounds,clock_speed,value_structure,rule,rho,n_types,deviations,no_error,t,walltime,nash_conv,rewards,nash_conv_frac,heuristic_conv,heuristic_conv_frac,rewards_0,nc_player_improvements_0,nc_player_improvements_frac_0,hc_player_improvements_0,hc_player_improvements_frac_0,rewards_1,nc_player_improvements_1,nc_player_improvements_frac_1,hc_player_improvements_1,hc_player_improvements_frac_1,total_entropy,avg_entropy,avg_mode_probabilities,p0_expected_exposure,p0_exposure_frac,p0_utility,p0_payment,p0_total_entropies,p0_avg_entropies,p0_avg_mode_probabilities,p1_expected_exposure,p1_exposure_frac,p1_utility,p1_payment,p1_total_entropies,p1_avg_entropies,p1_avg_mode_probabilities,exposure_frac,total_welfare,total_revenue,auction_lengths,num_lotteries,p_lottery,unsold_activity,unsold_licenses,common_allocations,unsold,straightforward_nash_conv,straightforward_rewards,straightforward_nash_conv_frac,straightforward_heuristic_conv,straightforward_heuristic_conv_frac,straightforward_rewards_0,straightforward_nc_player_improvements_0,straightforward_nc_player_improvements_frac_0,straightforward_hc_player_improvements_0,straightforward_hc_player_improvements_frac_0,straightforward_rewards_1,straightforward_nc_player_improvements_1,straightforward_nc_player_improvements_frac_1,straightforward_hc_player_improvements_1,straightforward_hc_player_improvements_frac_1,straightforward_total_entropy,straightforward_avg_entropy,straightforward_avg_mode_probabilities,straightforward_p0_expected_exposure,straightforward_p0_exposure_frac,straightforward_p0_utility,straightforward_p0_payment,straightforward_p0_total_entropies,straightforward_p0_avg_entropies,straightforward_p0_avg_mode_probabilities,straightforward_p1_expected_exposure,straightforward_p1_exposure_frac,straightforward_p1_utility,straightforward_p1_payment,straightforward_p1_total_entropies,straightforward_p1_avg_entropies,straightforward_p1_avg_mode_probabilities,straightforward_exposure_frac,straightforward_total_welfare,straightforward_total_revenue,straightforward_auction_lengths,straightforward_num_lotteries,straightforward_p_lottery,straightforward_unsold_activity,straightforward_unsold_licenses,straightforward_common_allocations,straightforward_unsold,rho_0_nash_conv,rho_0_heuristic_conv,rho_0_nash_conv_runtime,rho_0_heuristic_conv_runtime,rho_0_nash_conv_player_improvements,rho_0_heuristic_conv_player_improvements
feb4_4t_feb4_4t_0_base_dev1000_rho1_t4_tie_break-cfr_port_10_extexternal_plus_linear_no_trem-101,feb4_4t/feb4_4t_0_base_dev1000_rho1_t4_tie_break.json,101,cfr_port_10_extexternal_plus_linear_no_trem,cfr_external_linear,feb4_4t_0,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,1.0,4,1000,True,100001,3616.115248441696,0.0,"[19.7710246352883, 9.63612915534034]",0.0,0.0,0.0,19.7710246352883,0.0,0.0,0.0,0.0,9.63612915534034,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.7710246352883,23.406380662890165,0.0,0.0,1.0,0.0,0.0,9.63612915534034,20.146096175345136,0.0,0.0,1.0,0.0,72.95963062886393,43.5524768382353,3.432873149259704,0.0,0.0,-1.5543122344752192e-15,-2.220446049250313e-16,"[((0, 3), 9383), ((1, 1), 613)]",[ 0.00000000e+00 -2.22044605e-16],1.7300910949679889,"[17.756923179904565, 8.542512483414825]",0.06578434294622522,1.4030421645500333,0.05334875555930267,17.756923179904565,1.1965182762076267,0.0673831983213016,1.115804687499999,0.06283772679507621,8.542512483414825,0.5335728187603621,0.062460876679581875,0.28723747705003433,0.03362447261361363,0.0,0.0,1.0,0.0,0.0,17.756923179904565,23.03328159000774,0.0,0.0,1.0,0.0,0.0,8.542512483414825,19.91022453000258,0.0,0.0,1.0,0.0,69.2429417833297,42.94350612001031,3.9295,0.1901,0.1901,1.512,0.126,"[((0, 3), 7762), ((0, 2), 1260), ((1, 1), 978)]",[0.126 0.   ],0.0,0.0,8.554372549057007,3.901466131210327,"[0.0, 0.0]","[0.0, 0.0]"
feb4_4t_feb4_4t_0_base_dev1000_rho1_t4_tie_break-cfr_port_10_extexternal_plus_linear_no_trem-100,feb4_4t/feb4_4t_0_base_dev1000_rho1_t4_tie_break.json,100,cfr_port_10_extexternal_plus_linear_no_trem,cfr_external_linear,feb4_4t_0,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,1.0,4,1000,True,100001,3605.8099513053894,0.0,"[19.7710246352883, 9.63612915534034]",0.0,0.0,0.0,19.7710246352883,0.0,0.0,0.0,0.0,9.63612915534034,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.7710246352883,23.406380662890165,0.0,0.0,1.0,0.0,0.0,9.63612915534034,20.146096175345136,0.0,0.0,1.0,0.0,72.95963062886393,43.5524768382353,3.432873149259704,0.0,0.0,-1.5543122344752192e-15,-2.220446049250313e-16,"[((0, 3), 9383), ((1, 1), 613)]",[ 0.00000000e+00 -2.22044605e-16],1.7300910949679889,"[17.756923179904565, 8.542512483414825]",0.06578434294622522,1.4030421645500333,0.05334875555930267,17.756923179904565,1.1965182762076267,0.0673831983213016,1.115804687499999,0.06283772679507621,8.542512483414825,0.5335728187603621,0.062460876679581875,0.28723747705003433,0.03362447261361363,0.0,0.0,1.0,0.0,0.0,17.756923179904565,23.03328159000774,0.0,0.0,1.0,0.0,0.0,8.542512483414825,19.91022453000258,0.0,0.0,1.0,0.0,69.2429417833297,42.94350612001031,3.9295,0.1901,0.1901,1.512,0.126,"[((0, 3), 7762), ((0, 2), 1260), ((1, 1), 978)]",[0.126 0.   ],0.0,0.0,8.638108491897583,3.861600399017334,"[0.0, 0.0]","[0.0, 0.0]"
feb4_4t_feb4_4t_0_base_dev1000_rho1_t4_tie_break-cfr_port_10_extexternal_plus_linear_no_trem-110,feb4_4t/feb4_4t_0_base_dev1000_rho1_t4_tie_break.json,110,cfr_port_10_extexternal_plus_linear_no_trem,cfr_external_linear,feb4_4t_0,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,1.0,4,1000,True,116001,3615.685816049576,0.0256819883347994,"[20.23855787492342, 9.612002090553355]",0.0008603519788071488,0.0256819883347994,0.0008603519788071488,20.23855787492342,0.0,0.0,0.0,0.0,9.612002090553355,0.0256819883347994,0.0026718667029878795,0.0256819883347994,0.0026718667029878795,0.0,0.0,1.0,0.0,0.0,20.23855787492342,23.152500000000007,0.0,0.0,1.0,0.0,0.0,9.612002090553355,19.717499999999994,0.0,0.0,1.0,0.0,72.72055996547678,42.870000000000005,3.0,0.0,0.0,0.0,0.0,"[((0, 3), 9992)]",[0. 0.],1.7300910949679889,"[17.756923179904565, 8.542512483414825]",0.06578434294622522,1.4030421645500333,0.05334875555930267,17.756923179904565,1.1965182762076267,0.0673831983213016,1.115804687499999,0.06283772679507621,8.542512483414825,0.5335728187603621,0.062460876679581875,0.28723747705003433,0.03362447261361363,0.0,0.0,1.0,0.0,0.0,17.756923179904565,23.03328159000774,0.0,0.0,1.0,0.0,0.0,8.542512483414825,19.91022453000258,0.0,0.0,1.0,0.0,69.2429417833297,42.94350612001031,3.9295,0.1901,0.1901,1.512,0.126,"[((0, 3), 7762), ((0, 2), 1260), ((1, 1), 978)]",[0.126 0.   ],0.002140234375000105,0.002140234375000105,5.4914655685424805,3.2102534770965576,"[0.0, 0.002140234375000105]","[0.0, 0.002140234375000105]"
feb4_4t_feb4_4t_0_base_dev1000_rho1_t4_tie_break-cfr_port_10_extexternal_plus_linear-100,feb4_4t/feb4_4t_0_base_dev1000_rho1_t4_tie_break.json,100,cfr_port_10_extexternal_plus_linear,cfr_external_linear,feb4_4t_0,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,1.0,4,1000,True,95001,3620.622395515442,0.0,"[19.7710246352883, 9.63612915534034]",0.0,0.0,0.0,19.7710246352883,0.0,0.0,0.0,0.0,9.63612915534034,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.7710246352883,23.406380662890165,0.0,0.0,1.0,0.0,0.0,9.63612915534034,20.146096175345136,0.0,0.0,1.0,0.0,72.95963062886393,43.5524768382353,3.432873149259704,0.0,0.0,-1.5543122344752192e-15,-2.220446049250313e-16,"[((0, 3), 9383), ((1, 1), 613)]",[ 0.00000000e+00 -2.22044605e-16],1.7300910949679889,"[17.756923179904565, 8.542512483414825]",0.06578434294622522,1.4030421645500333,0.05334875555930267,17.756923179904565,1.1965182762076267,0.0673831983213016,1.115804687499999,0.06283772679507621,8.542512483414825,0.5335728187603621,0.062460876679581875,0.28723747705003433,0.03362447261361363,0.0,0.0,1.0,0.0,0.0,17.756923179904565,23.03328159000774,0.0,0.0,1.0,0.0,0.0,8.542512483414825,19.91022453000258,0.0,0.0,1.0,0.0,69.2429417833297,42.94350612001031,3.9295,0.1901,0.1901,1.512,0.126,"[((0, 3), 7762), ((0, 2), 1260), ((1, 1), 978)]",[0.126 0.   ],0.0,0.0,9.38049864768982,4.031444311141968,"[0.0, 0.0]","[0.0, 0.0]"
feb4_4t_feb4_4t_0_base_dev1000_rho1_t4_tie_break-cfr_port_10_extexternal_plus_linear-101,feb4_4t/feb4_4t_0_base_dev1000_rho1_t4_tie_break.json,101,cfr_port_10_extexternal_plus_linear,cfr_external_linear,feb4_4t_0,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,1.0,4,1000,True,100001,3607.5107238292694,0.0,"[19.7710246352883, 9.63612915534034]",0.0,0.0,0.0,19.7710246352883,0.0,0.0,0.0,0.0,9.63612915534034,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.7710246352883,23.406380662890165,0.0,0.0,1.0,0.0,0.0,9.63612915534034,20.146096175345136,0.0,0.0,1.0,0.0,72.95963062886393,43.5524768382353,3.432873149259704,0.0,0.0,-1.5543122344752192e-15,-2.220446049250313e-16,"[((0, 3), 9383), ((1, 1), 613)]",[ 0.00000000e+00 -2.22044605e-16],1.7300910949679889,"[17.756923179904565, 8.542512483414825]",0.06578434294622522,1.4030421645500333,0.05334875555930267,17.756923179904565,1.1965182762076267,0.0673831983213016,1.115804687499999,0.06283772679507621,8.542512483414825,0.5335728187603621,0.062460876679581875,0.28723747705003433,0.03362447261361363,0.0,0.0,1.0,0.0,0.0,17.756923179904565,23.03328159000774,0.0,0.0,1.0,0.0,0.0,8.542512483414825,19.91022453000258,0.0,0.0,1.0,0.0,69.2429417833297,42.94350612001031,3.9295,0.1901,0.1901,1.512,0.126,"[((0, 3), 7762), ((0, 2), 1260), ((1, 1), 978)]",[0.126 0.   ],0.0,0.0,9.017585277557373,3.804752826690674,"[0.0, 0.0]","[0.0, 0.0]"
feb4_4t_feb4_4t_0_base_dev1000_rho1_t4_tie_break-cfr_port_10_extexternal_plus_linear-102,feb4_4t/feb4_4t_0_base_dev1000_rho1_t4_tie_break.json,102,cfr_port_10_extexternal_plus_linear,cfr_external_linear,feb4_4t_0,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,1.0,4,1000,True,93001,3641.9523265361786,0.0,"[19.7710246352883, 9.63612915534034]",0.0,0.0,0.0,19.7710246352883,0.0,0.0,0.0,0.0,9.63612915534034,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.7710246352883,23.406380662890165,0.0,0.0,1.0,0.0,0.0,9.63612915534034,20.146096175345136,0.0,0.0,1.0,0.0,72.95963062886393,43.5524768382353,3.432873149259704,0.0,0.0,-1.5543122344752192e-15,-2.220446049250313e-16,"[((0, 3), 9383), ((1, 1), 613)]",[ 0.00000000e+00 -2.22044605e-16],1.7300910949679889,"[17.756923179904565, 8.542512483414825]",0.06578434294622522,1.4030421645500333,0.05334875555930267,17.756923179904565,1.1965182762076267,0.0673831983213016,1.115804687499999,0.06283772679507621,8.542512483414825,0.5335728187603621,0.062460876679581875,0.28723747705003433,0.03362447261361363,0.0,0.0,1.0,0.0,0.0,17.756923179904565,23.03328159000774,0.0,0.0,1.0,0.0,0.0,8.542512483414825,19.91022453000258,0.0,0.0,1.0,0.0,69.2429417833297,42.94350612001031,3.9295,0.1901,0.1901,1.512,0.126,"[((0, 3), 7762), ((0, 2), 1260), ((1, 1), 978)]",[0.126 0.   ],0.0,0.0,9.265363693237305,3.992987632751465,"[0.0, 0.0]","[0.0, 0.0]"
feb4_4t_feb4_4t_0_base_dev1000_rho1_t4_tie_break-cfr_port_10_extexternal_plus_linear_no_trem-102,feb4_4t/feb4_4t_0_base_dev1000_rho1_t4_tie_break.json,102,cfr_port_10_extexternal_plus_linear_no_trem,cfr_external_linear,feb4_4t_0,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,1.0,4,1000,True,100179,3600.0146770477295,0.0,"[19.7710246352883, 9.63612915534034]",0.0,0.0,0.0,19.7710246352883,0.0,0.0,0.0,0.0,9.63612915534034,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.7710246352883,23.406380662890165,0.0,0.0,1.0,0.0,0.0,9.63612915534034,20.146096175345136,0.0,0.0,1.0,0.0,72.95963062886393,43.5524768382353,3.432873149259704,0.0,0.0,-1.5543122344752192e-15,-2.220446049250313e-16,"[((0, 3), 9383), ((1, 1), 613)]",[ 0.00000000e+00 -2.22044605e-16],1.7300910949679889,"[17.756923179904565, 8.542512483414825]",0.06578434294622522,1.4030421645500333,0.05334875555930267,17.756923179904565,1.1965182762076267,0.0673831983213016,1.115804687499999,0.06283772679507621,8.542512483414825,0.5335728187603621,0.062460876679581875,0.28723747705003433,0.03362447261361363,0.0,0.0,1.0,0.0,0.0,17.756923179904565,23.03328159000774,0.0,0.0,1.0,0.0,0.0,8.542512483414825,19.91022453000258,0.0,0.0,1.0,0.0,69.2429417833297,42.94350612001031,3.9295,0.1901,0.1901,1.512,0.126,"[((0, 3), 7762), ((0, 2), 1260), ((1, 1), 978)]",[0.126 0.   ],0.0,0.0,7.748575687408447,3.68730092048645,"[0.0, 0.0]","[0.0, 0.0]"
feb4_4t_feb4_4t_0_base_dev1000_rho1_t4_tie_break-cfr_port_10_extexternal_plus_linear_no_trem-105,feb4_4t/feb4_4t_0_base_dev1000_rho1_t4_tie_break.json,105,cfr_port_10_extexternal_plus_linear_no_trem,cfr_external_linear,feb4_4t_0,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,1.0,4,1000,True,103001,3611.8717682361603,0.0,"[19.7710246352883, 9.63612915534034]",0.0,0.0,0.0,19.7710246352883,0.0,0.0,0.0,0.0,9.63612915534034,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.7710246352883,23.406380662890165,0.0,0.0,1.0,0.0,0.0,9.63612915534034,20.146096175345136,0.0,0.0,1.0,0.0,72.95963062886393,43.5524768382353,3.432873149259704,0.0,0.0,-1.5543122344752192e-15,-2.220446049250313e-16,"[((0, 3), 9383), ((1, 1), 613)]",[ 0.00000000e+00 -2.22044605e-16],1.7300910949679889,"[17.756923179904565, 8.542512483414825]",0.06578434294622522,1.4030421645500333,0.05334875555930267,17.756923179904565,1.1965182762076267,0.0673831983213016,1.115804687499999,0.06283772679507621,8.542512483414825,0.5335728187603621,0.062460876679581875,0.28723747705003433,0.03362447261361363,0.0,0.0,1.0,0.0,0.0,17.756923179904565,23.03328159000774,0.0,0.0,1.0,0.0,0.0,8.542512483414825,19.91022453000258,0.0,0.0,1.0,0.0,69.2429417833297,42.94350612001031,3.9295,0.1901,0.1901,1.512,0.126,"[((0, 3), 7762), ((0, 2), 1260), ((1, 1), 978)]",[0.126 0.   ],0.0,0.0,7.536391258239746,3.6117148399353027,"[0.0, 0.0]","[0.0, 0.0]"
feb4_4t_feb4_4t_0_base_dev1000_rho1_t4_tie_break-cfr_port_10_extexternal_plus_linear_no_trem-103,feb4_4t/feb4_4t_0_base_dev1000_rho1_t4_tie_break.json,103,cfr_port_10_extexternal_plus_linear_no_trem,cfr_external_linear,feb4_4t_0,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,1.0,4,1000,True,117337,3600.0188257694244,0.0,"[20.23855787492342, 9.612002090553355]",0.0,0.0,0.0,20.23855787492342,0.0,0.0,0.0,0.0,9.612002090553355,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.23855787492342,23.152500000000007,0.0,0.0,1.0,0.0,0.0,9.612002090553355,19.717499999999994,0.0,0.0,1.0,0.0,72.72055996547678,42.870000000000005,3.0,0.0,0.0,0.0,0.0,"[((0, 3), 9992)]",[0. 0.],1.7300910949679889,"[17.756923179904565, 8.542512483414825]",0.06578434294622522,1.4030421645500333,0.05334875555930267,17.756923179904565,1.1965182762076267,0.0673831983213016,1.115804687499999,0.06283772679507621,8.542512483414825,0.5335728187603621,0.062460876679581875,0.28723747705003433,0.03362447261361363,0.0,0.0,1.0,0.0,0.0,17.756923179904565,23.03328159000774,0.0,0.0,1.0,0.0,0.0,8.542512483414825,19.91022453000258,0.0,0.0,1.0,0.0,69.2429417833297,42.94350612001031,3.9295,0.1901,0.1901,1.512,0.126,"[((0, 3), 7762), ((0, 2), 1260), ((1, 1), 978)]",[0.126 0.   ],0.0,0.0,5.627328395843506,3.2179222106933594,"[0.0, 0.0]","[0.0, 0.0]"
feb4_4t_feb4_4t_0_base_dev1000_rho1_t4_tie_break-cfr_port_10_extexternal_plus_linear_no_trem-104,feb4_4t/feb4_4t_0_base_dev1000_rho1_t4_tie_break.json,104,cfr_port_10_extexternal_plus_linear_no_trem,cfr_external_linear,feb4_4t_0,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_LICENSE,1,0.05,quasi_linear,tie_break,1.0,4,1000,True,105001,3640.852379798889,0.0,"[19.7710246352883, 9.63612915534034]",0.0,0.0,0.0,19.7710246352883,0.0,0.0,0.0,0.0,9.63612915534034,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.7710246352883,23.406380662890165,0.0,0.0,1.0,0.0,0.0,9.63612915534034,20.146096175345136,0.0,0.0,1.0,0.0,72.95963062886393,43.5524768382353,3.432873149259704,0.0,0.0,-1.5543122344752192e-15,-2.220446049250313e-16,"[((0, 3), 9383), ((1, 1), 613)]",[ 0.00000000e+00 -2.22044605e-16],1.7300910949679889,"[17.756923179904565, 8.542512483414825]",0.06578434294622522,1.4030421645500333,0.05334875555930267,17.756923179904565,1.1965182762076267,0.0673831983213016,1.115804687499999,0.06283772679507621,8.542512483414825,0.5335728187603621,0.062460876679581875,0.28723747705003433,0.03362447261361363,0.0,0.0,1.0,0.0,0.0,17.756923179904565,23.03328159000774,0.0,0.0,1.0,0.0,0.0,8.542512483414825,19.91022453000258,0.0,0.0,1.0,0.0,69.2429417833297,42.94350612001031,3.9295,0.1901,0.1901,1.512,0.126,"[((0, 3), 7762), ((0, 2), 1260), ((1, 1), 978)]",[0.126 0.   ],0.0,0.0,7.282947778701782,3.454658031463623,"[0.0, 0.0]","[0.0, 0.0]"
feb4_4t_feb4_4t_1_base_dev1000_rho0_t4-cfr_port_10_extexternal_plus_linear_no_trem-108,feb4_4t/feb4_4t_1_base_dev1000_rho0_t4.json,108,cfr_port_10_extexternal_plus_linear_no_trem,cfr_external_linear,feb4_4t_1,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_PLAYER,1,0.05,quasi_linear,base,0.0,4,1000,True,79001,3614.333146572113,0.0,"[9.429712127276364, 24.870173003802275]",0.0,0.0,0.0,9.429712127276364,0.0,0.0,0.0,0.0,24.870173003802275,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.429712127276364,20.484236241745048,0.0,0.0,1.0,0.0,0.0,24.870173003802275,22.961526015609373,0.0,0.0,1.0,0.0,77.74564738843306,43.44576225735442,3.3730238142885733,0.12217330398238943,0.12217330398238943,-3.3306690738754696e-16,-2.7755575615628914e-17,"[((1, 1), 8182), ((0, 3), 1812)]",[-2.77555756e-17  0.00000000e+00],,"[8.871927469545163, 23.187205262347717]",,0.17169975395507997,0.00535572048660788,8.871927469545163,,,0.17169975395507997,0.019353151222716487,23.187205262347717,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.871927469545163,21.04832468174561,0.0,0.0,1.0,0.0,0.0,23.187205262347717,24.642792736451565,0.0,0.0,1.0,0.0,77.75025015009005,45.69111741819718,4.672603562137282,0.12307384430658395,0.12307384430658395,3.1086244689504383e-15,4.440892098500626e-16,"[((1, 1), 8174), ((0, 3), 1820)]",[0.0000000e+00 4.4408921e-16],0.0,0.0,104.951913356781,74.73782730102539,"[0.0, 0.0]","[0.0, 0.0]"
feb4_4t_feb4_4t_1_base_dev1000_rho0_t4-cfr_port_10_extexternal_plus_linear-100,feb4_4t/feb4_4t_1_base_dev1000_rho0_t4.json,100,cfr_port_10_extexternal_plus_linear,cfr_external_linear,feb4_4t_1,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_PLAYER,1,0.05,quasi_linear,base,0.0,4,1000,True,72148,3600.0043234825134,0.0,"[9.429712127276364, 24.870173003802275]",0.0,0.0,0.0,9.429712127276364,0.0,0.0,0.0,0.0,24.870173003802275,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.429712127276364,20.484236241745048,0.0,0.0,1.0,0.0,0.0,24.870173003802275,22.961526015609373,0.0,0.0,1.0,0.0,77.74564738843306,43.44576225735442,3.3730238142885733,0.12217330398238943,0.12217330398238943,-3.3306690738754696e-16,-2.7755575615628914e-17,"[((1, 1), 8182), ((0, 3), 1812)]",[-2.77555756e-17  0.00000000e+00],,"[8.871927469545163, 23.187205262347717]",,0.17169975395507997,0.00535572048660788,8.871927469545163,,,0.17169975395507997,0.019353151222716487,23.187205262347717,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.871927469545163,21.04832468174561,0.0,0.0,1.0,0.0,0.0,23.187205262347717,24.642792736451565,0.0,0.0,1.0,0.0,77.75025015009005,45.69111741819718,4.672603562137282,0.12307384430658395,0.12307384430658395,3.1086244689504383e-15,4.440892098500626e-16,"[((1, 1), 8174), ((0, 3), 1820)]",[0.0000000e+00 4.4408921e-16],0.0,0.0,126.25456619262695,77.27055525779724,"[0.0, 0.0]","[0.0, 0.0]"
feb4_4t_feb4_4t_1_base_dev1000_rho0_t4-cfr_port_10_extexternal_plus_linear_no_trem-109,feb4_4t/feb4_4t_1_base_dev1000_rho0_t4.json,109,cfr_port_10_extexternal_plus_linear_no_trem,cfr_external_linear,feb4_4t_1,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_PLAYER,1,0.05,quasi_linear,base,0.0,4,1000,True,80001,3619.457732439041,0.0,"[9.429712127276364, 24.870173003802275]",0.0,0.0,0.0,9.429712127276364,0.0,0.0,0.0,0.0,24.870173003802275,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.429712127276364,20.484236241745048,0.0,0.0,1.0,0.0,0.0,24.870173003802275,22.961526015609373,0.0,0.0,1.0,0.0,77.74564738843306,43.44576225735442,3.3730238142885733,0.12217330398238943,0.12217330398238943,-3.3306690738754696e-16,-2.7755575615628914e-17,"[((1, 1), 8182), ((0, 3), 1812)]",[-2.77555756e-17  0.00000000e+00],,"[8.871927469545163, 23.187205262347717]",,0.17169975395507997,0.00535572048660788,8.871927469545163,,,0.17169975395507997,0.019353151222716487,23.187205262347717,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.871927469545163,21.04832468174561,0.0,0.0,1.0,0.0,0.0,23.187205262347717,24.642792736451565,0.0,0.0,1.0,0.0,77.75025015009005,45.69111741819718,4.672603562137282,0.12307384430658395,0.12307384430658395,3.1086244689504383e-15,4.440892098500626e-16,"[((1, 1), 8174), ((0, 3), 1820)]",[0.0000000e+00 4.4408921e-16],0.0,0.0,98.67311835289001,72.47704482078552,"[0.0, 0.0]","[0.0, 0.0]"
feb4_4t_feb4_4t_1_base_dev1000_rho0_t4-cfr_port_10_extexternal_plus_linear_no_trem-110,feb4_4t/feb4_4t_1_base_dev1000_rho0_t4.json,110,cfr_port_10_extexternal_plus_linear_no_trem,cfr_external_linear,feb4_4t_1,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_PLAYER,1,0.05,quasi_linear,base,0.0,4,1000,True,75001,3616.942703962326,0.0,"[9.429712127276364, 24.870173003802275]",0.0,0.0,0.0,9.429712127276364,0.0,0.0,0.0,0.0,24.870173003802275,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.429712127276364,20.484236241745048,0.0,0.0,1.0,0.0,0.0,24.870173003802275,22.961526015609373,0.0,0.0,1.0,0.0,77.74564738843306,43.44576225735442,3.3730238142885733,0.12217330398238943,0.12217330398238943,-3.3306690738754696e-16,-2.7755575615628914e-17,"[((1, 1), 8182), ((0, 3), 1812)]",[-2.77555756e-17  0.00000000e+00],,"[8.871927469545163, 23.187205262347717]",,0.17169975395507997,0.00535572048660788,8.871927469545163,,,0.17169975395507997,0.019353151222716487,23.187205262347717,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.871927469545163,21.04832468174561,0.0,0.0,1.0,0.0,0.0,23.187205262347717,24.642792736451565,0.0,0.0,1.0,0.0,77.75025015009005,45.69111741819718,4.672603562137282,0.12307384430658395,0.12307384430658395,3.1086244689504383e-15,4.440892098500626e-16,"[((1, 1), 8174), ((0, 3), 1820)]",[0.0000000e+00 4.4408921e-16],0.0,0.0,108.22988748550415,76.91495013237,"[0.0, 0.0]","[0.0, 0.0]"
feb4_4t_feb4_4t_1_base_dev1000_rho0_t4-cfr_port_10_extexternal_plus_linear_no_trem-103,feb4_4t/feb4_4t_1_base_dev1000_rho0_t4.json,103,cfr_port_10_extexternal_plus_linear_no_trem,cfr_external_linear,feb4_4t_1,SHOW_DEMAND,ON,UNDERSELL,DROP_BY_PLAYER,1,0.05,quasi_linear,base,0.0,4,1000,True,74001,3623.669917821884,0.0,"[9.429712127276364, 24.870173003802275]",0.0,0.0,0.0,9.429712127276364,0.0,0.0,0.0,0.0,24.870173003802275,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.429712127276364,20.484236241745048,0.0,0.0,1.0,0.0,0.0,24.870173003802275,22.961526015609373,0.0,0.0,1.0,0.0,77.74564738843306,43.44576225735442,3.3730238142885733,0.12217330398238943,0.12217330398238943,-3.3306690738754696e-16,-2.7755575615628914e-17,"[((1, 1), 8182), ((0, 3), 1812)]",[-2.77555756e-17  0.00000000e+00],,"[8.871927469545163, 23.187205262347717]",,0.17169975395507997,0.00535572048660788,8.871927469545163,,,0.17169975395507997,0.019353151222716487,23.187205262347717,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.871927469545163,21.04832468174561,0.0,0.0,1.0,0.0,0.0,23.187205262347717,24.642792736451565,0.0,0.0,1.0,0.0,77.75025015009005,45.69111741819718,4.672603562137282,0.12307384430658395,0.12307384430658395,3.1086244689504383e-15,4.440892098500626e-16,"[((1, 1), 8174), ((0, 3), 1820)]",[0.0000000e+00 4.4408921e-16],0.0,0.0,112.77488803863525,67.79670882225037,"[0.0, 0.0]","[0.0, 0.0]"
